File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF841GDS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TEAD4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF434VWY/, /files/ENCFF379RHD/, /files/ENCFF397PWT/, /files/ENCFF430MNY/, /files/ENCFF111BMB/, /files/ENCFF356LFX/	302535	ENCODE Processing Pipeline	a732f4f9a2d97af2a80adc0fd5991e95		https://www.encodeproject.org/files/ENCFF841GDS/@@download/ENCFF841GDS.bed.gz				released	s3://encode-public/2021/01/02/d5a3d62a-f31c-4966-ad55-475d23f85b03/ENCFF841GDS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/d5a3d62a-f31c-4966-ad55-475d23f85b03/ENCFF841GDS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms	insufficient replicate concordance	extremely low read depth
ENCFF199YFA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF356LFX/, /files/ENCFF012FMD/, /files/ENCFF459YUC/, /files/ENCFF487UUI/	946275	ENCODE Processing Pipeline	3a4589a414707f76a988b02192384acc		https://www.encodeproject.org/files/ENCFF199YFA/@@download/ENCFF199YFA.bed.gz				released	s3://encode-public/2020/09/26/99a1b52b-504c-40f6-8d3e-e04634deb7c3/ENCFF199YFA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/99a1b52b-504c-40f6-8d3e-e04634deb7c3/ENCFF199YFA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity		
ENCFF458PBB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EDZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MAFK-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF938WCX/, /files/ENCFF792QIX/, /files/ENCFF356LFX/, /files/ENCFF772ZHK/	811315	ENCODE Processing Pipeline	91994dda6d0a883b068dc41f19a069a7		https://www.encodeproject.org/files/ENCFF458PBB/@@download/ENCFF458PBB.bed.gz				released	s3://encode-public/2020/12/12/c2f9397f-6515-41f8-bf3c-280773cbfda8/ENCFF458PBB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/c2f9397f-6515-41f8-bf3c-280773cbfda8/ENCFF458PBB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF776PGI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF665HAM/, /files/ENCFF416QSV/, /files/ENCFF356LFX/, /files/ENCFF772ZHK/	323442	ENCODE Processing Pipeline	02ff6be171f23066575e67a0b057a3d4		https://www.encodeproject.org/files/ENCFF776PGI/@@download/ENCFF776PGI.bed.gz				released	s3://encode-public/2020/12/11/9ee6806b-3176-4a6f-ab96-6b8a945af7a8/ENCFF776PGI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/9ee6806b-3176-4a6f-ab96-6b8a945af7a8/ENCFF776PGI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF271FEM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BOT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										REST-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF459YUC/, /files/ENCFF111DXX/, /files/ENCFF356LFX/, /files/ENCFF285GKD/, /files/ENCFF871IQR/	290776	ENCODE Processing Pipeline	e15a8c0d0004642daa8d4a818e760896		https://www.encodeproject.org/files/ENCFF271FEM/@@download/ENCFF271FEM.bed.gz				released	s3://encode-public/2020/12/11/d5322b89-bc26-48a8-881b-63206ae1adfe/ENCFF271FEM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d5322b89-bc26-48a8-881b-63206ae1adfe/ENCFF271FEM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF401HSI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FOSL2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF527WLW/, /files/ENCFF356LFX/, /files/ENCFF875HPK/, /files/ENCFF544ZGT/, /files/ENCFF736RWO/	546200	ENCODE Processing Pipeline	9906c7bcb5b3614c8c774bae6d6ba47f		https://www.encodeproject.org/files/ENCFF401HSI/@@download/ENCFF401HSI.bed.gz				released	s3://encode-public/2021/01/02/7369e58c-ec28-40ff-9c33-5f571e55c33e/ENCFF401HSI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/7369e58c-ec28-40ff-9c33-5f571e55c33e/ENCFF401HSI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance		
ENCFF591XXC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BOU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SP2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF379RHD/, /files/ENCFF215PCK/, /files/ENCFF356LFX/, /files/ENCFF434VWY/, /files/ENCFF430MNY/, /files/ENCFF392BNL/	16408	ENCODE Processing Pipeline	e99b8d021d1635a43275c1a0f65f8968		https://www.encodeproject.org/files/ENCFF591XXC/@@download/ENCFF591XXC.bed.gz				released	s3://encode-public/2021/01/02/31587bf6-4e2d-4cfa-ab40-a3503687e780/ENCFF591XXC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/31587bf6-4e2d-4cfa-ab40-a3503687e780/ENCFF591XXC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, borderline replicate concordance		
ENCFF301CNM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CEBPB-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF459YUC/, /files/ENCFF285GKD/, /files/ENCFF816TWG/, /files/ENCFF760OQA/, /files/ENCFF356LFX/	339214	ENCODE Processing Pipeline	93d5518a7aaa2a3f40b494c8af8027a8		https://www.encodeproject.org/files/ENCFF301CNM/@@download/ENCFF301CNM.bed.gz				released	s3://encode-public/2020/12/26/66784e23-a037-4bee-a72e-6ae848636ae7/ENCFF301CNM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/66784e23-a037-4bee-a72e-6ae848636ae7/ENCFF301CNM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity	severe bottlenecking	
ENCFF263RCV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HNF4A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF459YUC/, /files/ENCFF875HPK/, /files/ENCFF885PIW/, /files/ENCFF285GKD/, /files/ENCFF369QPZ/, /files/ENCFF527WLW/, /files/ENCFF356LFX/	405278	ENCODE Processing Pipeline	af4a5c2ad93a8f463e6ab9b927508fd9		https://www.encodeproject.org/files/ENCFF263RCV/@@download/ENCFF263RCV.bed.gz				released	s3://encode-public/2021/01/06/2b252447-4d92-4e27-a392-07da6c7ba3f5/ENCFF263RCV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/2b252447-4d92-4e27-a392-07da6c7ba3f5/ENCFF263RCV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF619GRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										IRF3-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF739GUS/, /files/ENCFF772ZHK/, /files/ENCFF917KBS/	13955	ENCODE Processing Pipeline	069e7542f4e6d838f5ac65ed9f31ff3d		https://www.encodeproject.org/files/ENCFF619GRL/@@download/ENCFF619GRL.bed.gz				released	s3://encode-public/2020/12/27/a4d2cb0d-70da-4d14-a301-ed1b7ea6bfc3/ENCFF619GRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/a4d2cb0d-70da-4d14-a301-ed1b7ea6bfc3/ENCFF619GRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking		
ENCFF440JOS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF527WLW/, /files/ENCFF459YUC/, /files/ENCFF953FIP/, /files/ENCFF875HPK/, /files/ENCFF356LFX/, /files/ENCFF371XAX/	74937	ENCODE Processing Pipeline	477c62733e9cb5e3e3fc6c723081bb89		https://www.encodeproject.org/files/ENCFF440JOS/@@download/ENCFF440JOS.bed.gz				released	s3://encode-public/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity		
ENCFF198GZQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF772ZHK/, /files/ENCFF819NZO/, /files/ENCFF688YFZ/	334029	ENCODE Processing Pipeline	18334e16b00f93ac4dec26a74a59a7bf		https://www.encodeproject.org/files/ENCFF198GZQ/@@download/ENCFF198GZQ.bed.gz				released	s3://encode-public/2020/12/11/5d731092-32ad-489b-8660-1bc422d8e462/ENCFF198GZQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/5d731092-32ad-489b-8660-1bc422d8e462/ENCFF198GZQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF466RZX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FOXA1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF735BPD/, /files/ENCFF285GKD/, /files/ENCFF527WLW/, /files/ENCFF459YUC/, /files/ENCFF677MJE/, /files/ENCFF875HPK/, /files/ENCFF356LFX/	931123	ENCODE Processing Pipeline	ab670c623f85862dc6c80a322e2cfd20		https://www.encodeproject.org/files/ENCFF466RZX/@@download/ENCFF466RZX.bed.gz				released	s3://encode-public/2021/01/06/73ccd3b6-cc46-4f0b-81f6-6643f61239e9/ENCFF466RZX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/73ccd3b6-cc46-4f0b-81f6-6643f61239e9/ENCFF466RZX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity		
ENCFF806TIM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF875HPK/, /files/ENCFF241ZKB/, /files/ENCFF356LFX/, /files/ENCFF718SND/, /files/ENCFF527WLW/	452594	ENCODE Processing Pipeline	be18a4652cf9648207ba9963b65a34c5		https://www.encodeproject.org/files/ENCFF806TIM/@@download/ENCFF806TIM.bed.gz				released	s3://encode-public/2020/12/10/fc51aefc-fe54-46bb-af26-5fdef7246ad9/ENCFF806TIM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/fc51aefc-fe54-46bb-af26-5fdef7246ad9/ENCFF806TIM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF787GZD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF875HPK/, /files/ENCFF093PHU/, /files/ENCFF818OGT/, /files/ENCFF527WLW/, /files/ENCFF356LFX/	46199	ENCODE Processing Pipeline	c633aba44ab9e0caf255c5a858c743d4		https://www.encodeproject.org/files/ENCFF787GZD/@@download/ENCFF787GZD.bed.gz				released	s3://encode-public/2020/12/11/c950ee2b-e5d6-42ca-9b41-559f825a67e3/ENCFF787GZD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/c950ee2b-e5d6-42ca-9b41-559f825a67e3/ENCFF787GZD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF982PLG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF772ZHK/, /files/ENCFF212MUI/, /files/ENCFF252YXD/	40698	ENCODE Processing Pipeline	5fb3afc744bce5b326d440727a32a8f8		https://www.encodeproject.org/files/ENCFF982PLG/@@download/ENCFF982PLG.bed.gz				released	s3://encode-public/2021/01/01/9fe3fc17-2b80-4055-8862-726f192a0681/ENCFF982PLG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/01/9fe3fc17-2b80-4055-8862-726f192a0681/ENCFF982PLG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF123FQW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BNJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HNF4G-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF053UCZ/, /files/ENCFF285GKD/, /files/ENCFF356LFX/, /files/ENCFF439FDI/, /files/ENCFF459YUC/	426822	ENCODE Processing Pipeline	cc306b0d4959f8b74f7772641a766880		https://www.encodeproject.org/files/ENCFF123FQW/@@download/ENCFF123FQW.bed.gz				released	s3://encode-public/2020/12/27/d286e382-1ed9-4ebc-a810-1ec079ee7572/ENCFF123FQW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d286e382-1ed9-4ebc-a810-1ec079ee7572/ENCFF123FQW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, borderline replicate concordance, low read length, moderate library complexity		
ENCFF005YUC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MAFF-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF040CRL/, /files/ENCFF356LFX/, /files/ENCFF772ZHK/, /files/ENCFF907GTV/	844086	ENCODE Processing Pipeline	1dabd7d49375cac9a6ede73a579069da		https://www.encodeproject.org/files/ENCFF005YUC/@@download/ENCFF005YUC.bed.gz				released	s3://encode-public/2020/12/26/82b646be-5a54-456c-92e5-16f1471f2d09/ENCFF005YUC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/82b646be-5a54-456c-92e5-16f1471f2d09/ENCFF005YUC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF611FIV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NFIC-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF434VWY/, /files/ENCFF379RHD/, /files/ENCFF798YVP/, /files/ENCFF356LFX/, /files/ENCFF430MNY/, /files/ENCFF189WKV/	320182	ENCODE Processing Pipeline	85483dc0536009c73a9f015af8858799		https://www.encodeproject.org/files/ENCFF611FIV/@@download/ENCFF611FIV.bed.gz				released	s3://encode-public/2020/12/26/dc011514-e2f0-4dab-aa02-d35dc5005173/ENCFF611FIV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/dc011514-e2f0-4dab-aa02-d35dc5005173/ENCFF611FIV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, mild to moderate bottlenecking		
ENCFF992EBV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BID	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BHLHE40-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF459YUC/, /files/ENCFF972FPM/, /files/ENCFF527WLW/, /files/ENCFF586KCO/, /files/ENCFF875HPK/, /files/ENCFF356LFX/	69470	ENCODE Processing Pipeline	c79a03b99398788b757cbbe6eba8fb3d		https://www.encodeproject.org/files/ENCFF992EBV/@@download/ENCFF992EBV.bed.gz				released	s3://encode-public/2021/01/06/575f73ff-6651-4902-becd-2d965d08f746/ENCFF992EBV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/575f73ff-6651-4902-becd-2d965d08f746/ENCFF992EBV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF191NVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR681WHQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ETS1-human	DNA						2018-01-26	ENCODE			150-350	1, 2	1_1, 2_1							/files/ENCFF548TWG/, /files/ENCFF356LFX/, /files/ENCFF078IOB/, /files/ENCFF958XVX/, /files/ENCFF471JNI/	169035	ENCODE Processing Pipeline	eb09ae65b513514aaacfd43ef635af5a		https://www.encodeproject.org/files/ENCFF191NVV/@@download/ENCFF191NVV.bed.gz				released	s3://encode-public/2020/12/03/9cb4107e-3fac-4cde-a812-1850a06e750c/ENCFF191NVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/9cb4107e-3fac-4cde-a812-1850a06e750c/ENCFF191NVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length	partially characterized antibody	
ENCFF050QMU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF380UUO/, /files/ENCFF292VMV/, /files/ENCFF356LFX/, /files/ENCFF285GKD/, /files/ENCFF459YUC/	120625	ENCODE Processing Pipeline	f7887c030ccc5d540e3b4626234c018d		https://www.encodeproject.org/files/ENCFF050QMU/@@download/ENCFF050QMU.bed.gz				released	s3://encode-public/2020/12/28/4cfa668a-d393-483f-b0ed-b04a9be45a5f/ENCFF050QMU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/4cfa668a-d393-483f-b0ed-b04a9be45a5f/ENCFF050QMU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity		
ENCFF654RRF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MAFK-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF299DQR/, /files/ENCFF701OXX/, /files/ENCFF772ZHK/	1238443	ENCODE Processing Pipeline	2dde26453e92db5c7101410349de9a9c		https://www.encodeproject.org/files/ENCFF654RRF/@@download/ENCFF654RRF.bed.gz				released	s3://encode-public/2020/12/27/0e414564-58ec-4511-bfad-cc801b14d845/ENCFF654RRF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/0e414564-58ec-4511-bfad-cc801b14d845/ENCFF654RRF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF293NUD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR157CAU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZKSCAN1-human	DNA						2014-07-07	ENCODE			150-350	1, 3	1_1, 3_1							/files/ENCFF991MWR/, /files/ENCFF958XVX/, /files/ENCFF356LFX/, /files/ENCFF167DXO/, /files/ENCFF548TWG/	133649	ENCODE Processing Pipeline	4e99c0d5dadfc7da701f6a65f5bd1f0b		https://www.encodeproject.org/files/ENCFF293NUD/@@download/ENCFF293NUD.bed.gz				released	s3://encode-public/2020/12/01/e747c78c-7490-43b5-af9c-1f3cd4275070/ENCFF293NUD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/e747c78c-7490-43b5-af9c-1f3cd4275070/ENCFF293NUD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length		
